iteration,hazan_empirical_entropy_normalized,uniform_policy_empirical_entropy_normalized,best_theoretical_entropy_normalized
2.880000000000000000e+02,4.389013318810095932e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.890000000000000000e+02,4.388289332017991207e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.900000000000000000e+02,4.400677414366488627e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.910000000000000000e+02,4.398358253145707053e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.920000000000000000e+02,4.389512601058886077e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.930000000000000000e+02,4.401077561910279989e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.940000000000000000e+02,4.392818438199041609e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.950000000000000000e+02,4.380366776072649238e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.960000000000000000e+02,4.401214706795971487e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.970000000000000000e+02,4.389724302629572250e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.980000000000000000e+02,4.378867151731927088e+00,3.747643455474856555e+00,5.000000000000000000e+00
2.990000000000000000e+02,4.399139302186438449e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.000000000000000000e+02,4.368189416306361927e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.010000000000000000e+02,4.389522399611857750e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.020000000000000000e+02,4.376845071053883984e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.030000000000000000e+02,4.380427656043730522e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.040000000000000000e+02,4.395973933215228335e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.050000000000000000e+02,4.374428963768250966e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.060000000000000000e+02,4.377837196051127755e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.070000000000000000e+02,4.391288684956153432e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.080000000000000000e+02,4.376510040067988605e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.090000000000000000e+02,4.370116944366952083e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.100000000000000000e+02,4.379217367745060763e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.110000000000000000e+02,4.397220602872703665e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.120000000000000000e+02,4.376546362464470263e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.130000000000000000e+02,4.378075528208485778e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.140000000000000000e+02,4.375404482218466562e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.150000000000000000e+02,4.386220875286989340e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.160000000000000000e+02,4.393837424203146824e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.170000000000000000e+02,4.393203877687080983e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.180000000000000000e+02,4.386505774428833604e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.190000000000000000e+02,4.392560053934007946e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.200000000000000000e+02,4.380323027960501214e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.210000000000000000e+02,4.392527791287355932e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.220000000000000000e+02,4.395445606253590043e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.230000000000000000e+02,4.380029707944149031e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.240000000000000000e+02,4.392540939750597673e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.250000000000000000e+02,4.378721978992490271e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.260000000000000000e+02,4.376486905417406703e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.270000000000000000e+02,4.396995355425389995e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.280000000000000000e+02,4.357205556599589080e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.290000000000000000e+02,4.372090076241794243e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.300000000000000000e+02,4.362829159912537058e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.310000000000000000e+02,4.380077732076077979e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.320000000000000000e+02,4.382448270369603271e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.330000000000000000e+02,4.359039627466398059e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.340000000000000000e+02,4.347830947616318831e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.350000000000000000e+02,4.349426798305302988e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.360000000000000000e+02,4.333186161408741022e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.370000000000000000e+02,4.357896869224735958e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.380000000000000000e+02,4.350985523272578703e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.390000000000000000e+02,4.351477212836173614e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.400000000000000000e+02,4.363156595488866252e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.410000000000000000e+02,4.368346017798894643e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.420000000000000000e+02,4.349398861665275895e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.430000000000000000e+02,4.358514775684401599e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.440000000000000000e+02,4.344933987197165060e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.450000000000000000e+02,4.343536467205527885e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.460000000000000000e+02,4.349163142904566293e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.470000000000000000e+02,4.332940227516490772e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.480000000000000000e+02,4.329026855800983675e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.490000000000000000e+02,4.350555054690834034e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.500000000000000000e+02,4.334816173407983086e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.510000000000000000e+02,4.333870682574124444e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.520000000000000000e+02,4.341480949647615439e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.530000000000000000e+02,4.348851135353787534e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.540000000000000000e+02,4.341287711716828923e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.550000000000000000e+02,4.364345258701445296e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.560000000000000000e+02,4.340654065533695594e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.570000000000000000e+02,4.331291855769085153e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.580000000000000000e+02,4.367469691075712923e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.590000000000000000e+02,4.332347202273399311e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.600000000000000000e+02,4.347829911647232315e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.610000000000000000e+02,4.378091767995756278e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.620000000000000000e+02,4.366739545585569537e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.630000000000000000e+02,4.368712483441631989e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.640000000000000000e+02,4.369891168131267989e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.650000000000000000e+02,4.360003123687777205e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.660000000000000000e+02,4.356913497836874427e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.670000000000000000e+02,4.353257574163943211e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.680000000000000000e+02,4.349961743008869064e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.690000000000000000e+02,4.360805621584746383e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.700000000000000000e+02,4.341367540383980206e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.710000000000000000e+02,4.345158299826307413e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.720000000000000000e+02,4.348850625645474643e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.730000000000000000e+02,4.353420002505957953e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.740000000000000000e+02,4.347807223701890322e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.750000000000000000e+02,4.367596636995461523e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.760000000000000000e+02,4.356991933148319340e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.770000000000000000e+02,4.344298682344769347e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.780000000000000000e+02,4.364476433655836374e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.790000000000000000e+02,4.354438306654675905e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.800000000000000000e+02,4.346799756384636559e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.810000000000000000e+02,4.362673693917446194e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.820000000000000000e+02,4.337504636907515199e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.830000000000000000e+02,4.342644163857347195e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.840000000000000000e+02,4.326711665500646120e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.850000000000000000e+02,4.324435266732353789e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.860000000000000000e+02,4.319062264540825424e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.870000000000000000e+02,4.335930236493259926e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.880000000000000000e+02,4.354258700215568823e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.890000000000000000e+02,4.337893936079705526e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.900000000000000000e+02,4.343032762713644246e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.910000000000000000e+02,4.333801101720063720e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.920000000000000000e+02,4.360888145956682393e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.930000000000000000e+02,4.344772734890251620e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.940000000000000000e+02,4.346857537236308744e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.950000000000000000e+02,4.347088375959366147e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.960000000000000000e+02,4.358165530068426108e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.970000000000000000e+02,4.344533011963954472e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.980000000000000000e+02,4.338606856673678180e+00,3.747643455474856555e+00,5.000000000000000000e+00
3.990000000000000000e+02,4.346463612888662453e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.000000000000000000e+02,4.364997501716289641e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.010000000000000000e+02,4.353406454767787537e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.020000000000000000e+02,4.344766775616814236e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.030000000000000000e+02,4.348620008126566461e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.040000000000000000e+02,4.340311775027710262e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.050000000000000000e+02,4.355124836422067602e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.060000000000000000e+02,4.338818805108346055e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.070000000000000000e+02,4.332319915647707909e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.080000000000000000e+02,4.334869590514551341e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.090000000000000000e+02,4.341102674123034966e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.100000000000000000e+02,4.337585863301844924e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.110000000000000000e+02,4.347524509681840676e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.120000000000000000e+02,4.333897059841069321e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.130000000000000000e+02,4.342476339393035012e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.140000000000000000e+02,4.338600053438693038e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.150000000000000000e+02,4.352837844945520729e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.160000000000000000e+02,4.341607746663865619e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.170000000000000000e+02,4.340992188105817995e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.180000000000000000e+02,4.342183564131183005e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.190000000000000000e+02,4.318203713795077725e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.200000000000000000e+02,4.360333664123420050e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.210000000000000000e+02,4.344109942005670355e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.220000000000000000e+02,4.339203191962967665e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.230000000000000000e+02,4.354429808693655701e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.240000000000000000e+02,4.333442097596778453e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.250000000000000000e+02,4.347460064332934415e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.260000000000000000e+02,4.357152135496294321e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.270000000000000000e+02,4.351533086504041137e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.280000000000000000e+02,4.354221630418740219e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.290000000000000000e+02,4.373834739474544264e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.300000000000000000e+02,4.334134025600794971e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.310000000000000000e+02,4.363296212862136869e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.320000000000000000e+02,4.368527337201626004e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.330000000000000000e+02,4.359430613976115865e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.340000000000000000e+02,4.367004326635067102e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.350000000000000000e+02,4.354888606227674153e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.360000000000000000e+02,4.363284049073101301e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.370000000000000000e+02,4.384839575504421383e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.380000000000000000e+02,4.376453168368787949e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.390000000000000000e+02,4.354590611731352645e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.400000000000000000e+02,4.382308161518609246e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.410000000000000000e+02,4.355376614151238890e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.420000000000000000e+02,4.369802491426661994e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.430000000000000000e+02,4.348902424488487739e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.440000000000000000e+02,4.374050849204403235e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.450000000000000000e+02,4.359184672967498564e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.460000000000000000e+02,4.351840119791896555e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.470000000000000000e+02,4.361122859398959939e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.480000000000000000e+02,4.343989119963100443e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.490000000000000000e+02,4.364282927538098100e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.500000000000000000e+02,4.343876478394519403e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.510000000000000000e+02,4.372400250919251441e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.520000000000000000e+02,4.349024395718790181e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.530000000000000000e+02,4.352299340500322522e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.540000000000000000e+02,4.353808461472836733e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.550000000000000000e+02,4.347369698223806367e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.560000000000000000e+02,4.342495980533668032e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.570000000000000000e+02,4.333583762923200133e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.580000000000000000e+02,4.353182230220648208e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.590000000000000000e+02,4.350161698042874114e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.600000000000000000e+02,4.349565050039176484e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.610000000000000000e+02,4.356693459099380661e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.620000000000000000e+02,4.352257247316100752e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.630000000000000000e+02,4.363730374574360305e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.640000000000000000e+02,4.336556187252132766e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.650000000000000000e+02,4.345669389882419686e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.660000000000000000e+02,4.333073972842742982e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.670000000000000000e+02,4.358846867847560702e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.680000000000000000e+02,4.361438892505406173e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.690000000000000000e+02,4.375323023172002834e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.700000000000000000e+02,4.391693290338642086e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.710000000000000000e+02,4.390566178704172984e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.720000000000000000e+02,4.388065105983042891e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.730000000000000000e+02,4.383774229078465368e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.740000000000000000e+02,4.387962107588006866e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.750000000000000000e+02,4.402889802590680191e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.760000000000000000e+02,4.394770133784127175e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.770000000000000000e+02,4.392080051765510973e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.780000000000000000e+02,4.390866593486938640e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.790000000000000000e+02,4.359399172960618962e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.800000000000000000e+02,4.376322122862333686e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.810000000000000000e+02,4.384720947279502568e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.820000000000000000e+02,4.389392365076912661e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.830000000000000000e+02,4.378713024072601989e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.840000000000000000e+02,4.374713492009372651e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.850000000000000000e+02,4.382159683859256916e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.860000000000000000e+02,4.374257761299934266e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.870000000000000000e+02,4.391509920480537232e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.880000000000000000e+02,4.362430543004847117e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.890000000000000000e+02,4.388423590443225386e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.900000000000000000e+02,4.380771416533944418e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.910000000000000000e+02,4.373949327987992852e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.920000000000000000e+02,4.341793284153310672e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.930000000000000000e+02,4.390697242582833226e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.940000000000000000e+02,4.370308330504593108e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.950000000000000000e+02,4.383213445681344744e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.960000000000000000e+02,4.356980229321838038e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.970000000000000000e+02,4.376814809443758669e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.980000000000000000e+02,4.372694771603491404e+00,3.747643455474856555e+00,5.000000000000000000e+00
4.990000000000000000e+02,4.376415063830317642e+00,3.747643455474856555e+00,5.000000000000000000e+00
5.000000000000000000e+02,4.367576179271624781e+00,3.747643455474856555e+00,5.000000000000000000e+00
